"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
84431.9,53995,102479,35804.2,21263,110354,1188.6,299.04,475.44,68.82,230.4,10912.6,0.526828
87502.1,54579,105069,26415.5,19295,89720.9,803.88,249.06,352.38,37.2,158.4,8267.08,0.527871
39875.5,23294,112187,28823.8,20122,93877,2140.32,308.7,384.3,28.83,236.7,16204.3,0.527871
75134.5,46400,106121,46413.4,27015,112595,1760.64,439.74,488.46,55.8,169.2,12429.5,0.528915
101471,59847,111117,35280.8,25619,90252,955.92,362.88,468.72,82.77,327.6,13613.7,0.528915
44900.1,31688,92860.8,12301,9916,81298.5,443.52,173.46,179.34,26.97,25.2,7026.31,0.529958
54056.1,34756,101928,23029.4,16380,92140.3,1226.4,285.18,364.56,60.45,132.3,10165.1,0.529958
57851.5,35620,106439,22627.9,15948,92986.2,1269.24,349.86,509.04,62.31,149.4,11848.4,0.531001
35905.1,26253,89630.8,19971.8,13229,98939.8,1047.48,192.78,236.04,24.18,54.9,6346.63,0.531001
90535.2,53129,111678,54341.3,27748,128345,3790.08,1014.72,1412.88,150.66,345.6,35650.8,0.532044
34379.1,25409,88672.1,59519,50045,77942.6,843.36,271.74,237.72,40.92,314.1,4384.29,0.533088
64487.5,34721,121720,43885.8,21397,134416,1759.8,834.96,946.68,66.96,286.2,28415,0.533088
94915.8,53948,115304,43065.1,28689,98376.2,1328.88,597.66,503.58,138.57,344.7,18797.4,0.534131
64013.6,44989,93249.4,17179.7,13312,84576.9,616.56,305.76,349.44,62.31,124.2,8721.97,0.534131
35909.3,25827,91119.8,24241.6,17359,91519.9,483.84,273.84,303.24,59.52,56.7,9852.41,0.534131
65984.8,45518,95003.7,18043.2,14009,84408.5,762.72,291.48,426.3,69.75,97.2,11329.2,0.535174
72678.2,47936,99362.4,22783.3,17924,83303.3,353.64,139.02,146.16,81.84,116.1,4757.17,0.535174
35047.6,22449,102315,27700.7,18017,100760,1509.48,380.52,417.48,63.24,147.6,11342.2,0.536217
37487.1,23404,104972,20841.2,14488,94274.7,1831.2,463.26,585.48,79.98,255.6,17181.4,0.538304
37612.4,26431,93260.4,20067.6,15714,83692.9,611.52,217.56,220.08,52.08,123.3,8223.42,0.538304
42702.1,22847,122490,18047.4,11979,98735.7,450.24,425.04,514.92,75.33,123.3,14270.9,0.541433
37083.2,22939,105946,27175.7,16246,109626,652.68,346.5,316.68,94.86,207,10223.5,0.541433
44556.4,31220,93531.3,28051.8,19104,96231.3,4351.2,775.32,884.52,70.68,148.5,22331.5,0.541433
82119.1,59608,90285.8,43818.6,31893,90041.6,1695.96,505.68,499.8,83.7,187.2,15847.4,0.544563
77830.9,43482,117307,33221.2,22819,95410.9,2256.24,614.88,861,93,261.9,22516.8,0.544563
