"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","GFP-H","GFP-W","SYTOX Red-A","SYTOX Red-H","SYTOX Red-W","BFP-A","BFP-H","BFP-W","RFP-A","RFP-H","RFP-W","mCherry-A","mCherry-H","mCherry-W","Time"
399866,262119,147,160306,110711,124,33,105,0,-12,105,0,5904,4214,53,-95,51,0,78,89,0,0.636783
154752,114752,123,99946,83235,108,113,102,0,-30,68,0,4589,3876,44,-10,57,0,7,58,0,0.637758
477818,259797,138,266750,160245,134,7,83,0,150,140,0,7058,4431,61,-26,74,0,-3,58,0,0.639709
317067,153519,151,113669,58070,131,16,69,0,58,118,0,1537,950,0,23,69,0,13,82,0,0.642634
335107,213705,139,130470,90558,125,-57,34,0,105,99,0,4509,3485,47,-8,55,0,-47,86,0,0.644585
210576,141800,121,155547,106837,120,-106,46,0,27,158,0,459,359,0,17,61,0,33,100,0,0.64556
222205,158798,122,234941,168189,124,121,93,0,2,70,0,3794,2422,49,61,49,0,11,45,0,0.651411
378204,243327,126,140213,89254,126,161,82,0,201,104,0,5898,4319,53,176,103,0,202,86,0,0.651411
264247,181613,128,149100,99563,120,-9,61,0,139,109,0,3770,3056,43,102,88,0,-26,82,0,0.654336
271278,192665,118,158844,115703,117,2922,2136,35,123,203,0,17,128,0,99,64,0,-80,41,0,0.656287
258706,177674,123,162733,133219,120,142,97,0,-20,59,0,3931,3103,43,-80,49,0,33,72,0,0.659212
399575,235165,144,396514,234529,147,165,138,0,167,228,0,7984,5418,61,-66,41,0,-96,66,0,0.660187
235015,160392,130,147846,108368,118,3377,2224,38,41,104,0,67,102,0,34,130,0,-47,39,0,0.661162
173989,129344,105,156546,118419,116,-12,44,0,74,91,0,964,875,0,-18,86,0,-84,28,0,0.67384
354532,199575,131,111732,73435,123,-103,47,0,63,94,0,4075,2913,47,-19,29,0,81,69,0,0.67384
142663,116822,105,103136,88754,108,70,127,0,-18,23,0,3434,3128,37,-12,98,0,4,53,0,0.676765
270299,193596,125,127251,96493,117,-3,43,0,42,94,0,3604,2917,41,-51,65,0,7,58,0,0.683591
246514,190583,112,77982,63784,108,14,74,0,4,49,0,2257,2078,32,152,94,0,-14,43,0,0.685542
201867,149298,120,103542,81495,110,87,95,0,16,124,0,909,809,0,-57,64,0,130,112,0,0.690417
151216,119915,104,103966,89880,110,-25,45,0,172,149,0,4493,4050,43,-27,38,0,118,113,0,0.691393
166838,133117,114,179095,142200,112,3,70,0,197,160,0,288,282,0,56,90,0,-56,41,0,0.691393
325479,218281,120,137544,94569,121,101,64,0,-41,124,0,5280,3968,50,78,81,0,186,126,0,0.702119
336370,243135,133,171733,123495,123,57,123,0,7,64,0,5068,4089,47,-73,30,0,90,77,0,0.703095
212958,144313,118,107893,84095,114,-64,51,0,30,129,0,2387,1993,33,-133,52,0,-33,59,0,0.70407
140236,92930,121,149407,61952,119,-22,89,0,219,127,0,183,227,0,-42,76,0,123,99,0,0.70407
431502,266672,134,187862,114306,129,32,76,0,67,116,0,232,168,0,72,86,0,47,57,0,0.705045
168590,138618,120,149479,119587,110,31,81,0,338,414,0,152,264,0,35,61,0,73,63,0,0.70602
320235,199950,124,157343,105170,124,-23,72,0,73,89,0,5440,4137,52,10,62,0,-13,47,0,0.709921
212917,160058,132,54354,43460,109,38,122,0,7,117,0,2554,2254,32,45,88,0,13,63,0,0.710896
281316,166710,129,133552,98511,117,146,110,0,33,117,0,5020,3706,49,-49,42,0,9,53,0,0.711871
469805,274201,133,200511,107013,131,7,83,0,102,144,0,289,244,0,-32,56,0,17,74,0,0.715772
304425,219894,116,159176,116129,118,40,96,0,139,115,0,3475,2892,41,-38,63,0,16,81,0,0.715772
304077,193563,124,146705,105165,122,152,80,0,74,140,0,4326,3309,47,-64,22,0,50,55,0,0.719672
162435,114735,116,186628,135609,118,136,125,0,187,254,0,598,554,0,-18,82,0,66,50,0,0.720648
339231,225789,123,129184,83239,124,26,96,0,142,165,0,2595,1910,35,69,77,0,21,59,0,0.724548
291908,217599,137,101743,74240,117,-37,36,0,22,144,0,-14,93,0,70,60,0,-75,84,0,0.727474
257692,180494,139,91108,66353,119,33,70,0,71,85,0,3943,3184,44,-52,48,0,6,65,0,0.735275
341708,192492,133,117114,88147,123,91,87,0,-19,93,0,3394,1959,48,73,63,0,41,67,0,0.73625
273416,182699,117,85590,65243,115,-17,34,0,-12,100,0,4897,3642,47,-137,43,0,-19,34,0,0.739176
220094,152565,127,51523,42195,119,33,60,0,28,96,0,2618,2020,34,55,55,0,-53,53,0,0.743076
247054,181791,113,167048,128441,117,89,139,0,81,106,0,3197,2713,38,14,33,0,-16,66,0,0.743076
138917,115847,105,124618,101926,107,-61,45,0,83,169,0,192,255,0,16,83,0,-15,57,0,0.744052
291250,207418,122,142210,103410,122,134,71,0,41,70,0,2784,2160,37,91,73,0,32,57,0,0.746002
323571,214301,127,183258,141118,129,86,93,0,-66,56,0,3594,2756,43,-18,81,0,72,76,0,0.746002
129245,79851,123,103080,72075,113,1298,797,0,126,149,0,-66,39,0,-49,33,0,-75,51,0,0.747952
241448,153292,124,76068,63399,113,98,84,0,46,75,0,1982,1359,28,27,67,0,-69,47,0,0.752828
194396,142123,123,65034,54768,107,34,66,0,-75,48,0,2002,1744,28,90,74,0,6,77,0,0.754778
138078,104014,115,117821,100346,110,-88,11,0,159,138,0,367,366,0,2,49,0,81,77,0,0.76258
284812,200700,128,117022,84049,119,-58,56,0,49,84,0,1365,1028,7,54,72,0,-12,34,0,0.76258
181203,147440,107,133083,100767,111,0,66,0,109,62,0,768,555,0,55,66,0,-15,56,0,0.763555
156119,131332,106,174067,140316,106,3709,3101,35,210,232,0,82,57,0,-52,28,0,81,53,0,0.776232
364442,241892,136,303082,211078,133,282,114,0,92,144,0,5203,3894,51,-15,69,0,1,34,0,0.778182
152795,118073,121,160603,127707,126,89,85,0,207,185,0,531,407,0,65,72,0,-47,65,0,0.783058
209825,142133,120,106103,79988,115,8,71,0,154,120,0,14092,11672,62,-184,42,0,-16,44,0,0.786959
151088,111183,115,189021,149374,113,118,116,0,176,202,0,557,480,0,56,45,0,88,79,0,0.789884
241376,171425,135,125362,95839,115,24,66,0,6,104,0,2332,1866,31,-115,21,0,-1,63,0,0.789884
170925,121497,117,216955,136659,121,-17,45,0,2,72,0,250,234,0,19,102,0,23,64,0,0.790859
412821,294554,97,171420,137554,82,-36,60,0,96,79,0,5515,4322,49,8,59,0,-91,25,0,0.791835
492218,278551,143,201600,111663,146,81,65,0,143,76,0,12002,5476,96,95,109,0,5,85,0,0.791835
332844,249057,119,111172,80719,114,108,60,0,81,91,0,1844,1607,27,-74,48,0,55,41,0,0.791835
206557,159733,115,69412,55717,110,-101,20,0,-77,50,0,1139,1002,1,44,58,0,-11,110,0,0.793785
133548,111064,109,103615,85081,107,-40,55,0,233,229,0,-2,139,0,-23,68,0,-40,56,0,0.79671
509008,273128,143,367882,207802,144,181,78,0,226,144,0,4827,2820,57,48,58,0,-160,53,0,0.798661
390367,225910,135,183427,108770,132,-3,37,0,237,149,0,5977,3937,56,87,87,0,-72,54,0,0.808412
224640,163177,126,143290,118204,119,57,66,0,11,87,0,1902,1471,25,-16,69,0,39,83,0,0.810363
349669,194866,143,169663,111740,136,69,89,0,91,102,0,5828,3306,64,135,125,0,100,53,0,0.811338
397190,253157,135,175661,107026,127,-64,57,0,160,135,0,4585,3254,48,-100,30,0,29,45,0,0.817189
433107,262162,140,173377,116078,140,-75,48,0,123,142,0,4274,3112,46,11,79,0,-107,34,0,0.820114
304434,184057,129,137590,88569,127,117,135,0,146,117,0,2815,2049,37,-14,38,0,-35,32,0,0.82304
247298,178157,125,126167,96375,117,-96,59,0,-60,68,0,3661,3135,40,-42,44,0,-74,29,0,0.82304
194727,138276,115,191773,151127,119,34,57,0,367,371,0,485,473,0,75,77,0,-1,38,0,0.824015
309184,172582,136,200432,108526,137,-102,64,0,54,115,0,3097,1951,45,18,52,0,37,83,0,0.825965
278481,170333,126,116035,82016,118,92,63,0,-8,77,0,1622,1185,20,148,90,0,-50,46,0,0.827916
364447,223390,122,248072,161517,129,102,150,0,187,127,0,6146,4315,56,128,69,0,13,44,0,0.835717
199523,146064,116,246884,183382,119,83,60,0,351,223,0,232,219,0,71,107,0,55,75,0,0.838643
243318,191821,116,175317,126608,112,13,84,0,-28,39,0,2391,1580,35,21,58,0,92,93,0,0.845469
280014,220345,116,88484,65100,114,-22,90,0,44,72,0,318,301,0,-45,36,0,14,64,0,0.848394
192826,126429,117,137879,98993,119,-44,37,0,313,238,0,342,212,0,-38,51,0,-65,47,0,0.849369
447979,281952,128,234699,141986,134,-132,62,0,101,88,0,386,371,0,63,54,0,-18,47,0,0.85327
165823,122137,116,169514,135383,114,123,54,0,339,252,0,534,573,0,20,54,0,79,76,0,0.854245
231359,159263,117,120803,86317,126,2318,1683,28,26,72,0,74,119,0,125,69,0,54,75,0,0.854245
229545,167811,122,79507,65688,106,108,83,0,-12,76,0,2517,2069,33,-13,68,0,-20,38,0,0.854245
354773,235337,129,94310,63806,125,-26,50,0,26,81,0,4546,3458,47,-35,54,0,-93,29,0,0.858146
274110,208018,119,70522,52865,110,-44,52,0,-97,43,0,2962,2502,37,11,73,0,123,82,0,0.865947
263524,200439,121,279331,201815,121,2154,1513,26,202,103,0,-37,35,0,44,41,0,55,58,0,0.866922
338891,220822,126,164250,112836,128,90,69,0,-17,102,0,7749,5241,61,80,53,0,31,83,0,0.866922
187040,137165,123,89812,68190,111,27,71,0,52,72,0,2001,1699,29,-15,78,0,18,84,0,0.867898
145667,105310,110,110968,85345,109,81,77,0,314,316,0,527,568,0,68,88,0,13,39,0,0.870823
426634,290675,130,187149,122040,130,18,43,0,59,104,0,4268,3087,47,-24,33,0,74,77,0,0.878624
125479,104389,104,123889,104773,107,26,46,0,314,310,0,246,286,0,-23,34,0,14,61,0,0.880575
256229,180473,123,149293,104457,119,-89,22,0,26,109,0,1210,1059,10,2,68,0,-105,6,0,0.88155
326199,222454,125,187703,121609,128,14,75,0,-20,56,0,2776,2254,37,-80,77,0,32,77,0,0.882525
227864,166447,112,125614,99439,115,-27,67,0,52,105,0,1299,952,0,49,101,0,-39,60,0,0.900078
216985,140225,120,262268,191451,121,122,124,0,360,316,0,1455,1151,14,147,108,0,-45,42,0,0.900078
199709,137720,131,101330,73725,115,850,633,0,-14,83,0,102,114,0,5,41,0,-35,31,0,0.902028
373159,220569,133,193879,119683,130,208,89,0,67,77,0,5472,3812,54,46,50,0,-1,46,0,0.904954
295971,203551,123,128337,97860,118,48,61,0,90,98,0,5990,4666,51,-55,65,0,-134,33,0,0.906904
397482,265372,127,353328,264160,130,19,82,0,221,260,0,6906,5423,54,139,86,0,-51,39,0,0.91178
331770,164193,140,176224,106927,132,188,95,0,34,68,0,2399,1516,33,22,60,0,-30,43,0,0.91373
262577,187639,119,86917,63810,114,0,82,0,67,100,0,1965,1548,27,56,51,0,-82,40,0,0.91373
288004,192962,125,112036,77563,120,38,82,0,118,182,0,3713,2917,43,22,52,0,27,77,0,0.917631
223994,155556,118,181263,127132,119,-212,0,0,365,295,0,638,484,0,11,68,0,99,71,0,0.924457
176370,143408,113,142942,112031,112,-52,99,0,198,166,0,329,402,0,-119,46,0,-71,43,0,0.927383
127545,108198,113,125427,105251,111,-67,61,0,33,167,0,92,72,0,-76,36,0,-78,59,0,0.928358
139779,114843,102,133064,102104,113,90,89,0,125,135,0,455,311,0,-74,26,0,-31,52,0,0.94201
125544,102099,116,122258,101069,108,3597,2940,37,267,228,0,14,86,0,-69,38,0,-27,81,0,0.942985
160200,131116,120,204482,166198,112,120,95,0,347,259,0,1067,1040,6,134,108,0,-60,39,0,0.947861
225604,165905,112,116431,92382,112,-44,53,0,18,146,0,4025,3528,41,-105,49,0,-78,35,0,0.949812
233530,150686,128,68829,48482,115,-131,48,0,-4,83,0,2449,1996,34,50,69,0,7,75,0,0.955662
239567,174621,134,169103,132540,122,-30,101,0,-3,87,0,1419,805,0,37,50,0,110,80,0,0.957613
180076,148169,107,159545,133790,110,90,139,0,392,449,0,318,326,0,-12,66,0,10,65,0,0.957613
335257,218492,131,150854,109611,122,-66,64,0,140,91,0,4336,3240,47,41,62,0,-37,43,0,0.958588
254704,185794,119,111037,77856,118,-8,42,0,1,91,0,2194,1708,30,-52,93,0,-25,61,0,0.959563
193356,154310,124,67678,59922,101,-20,50,0,-126,44,0,2347,2138,31,-8,59,0,105,77,0,0.960538
235744,160345,123,289404,211588,124,49,60,0,23,146,0,101,86,0,69,63,0,68,63,0,0.96834
331756,181836,147,209514,145906,136,-86,52,0,-142,66,0,5608,3669,59,75,66,0,103,125,0,0.97224
390559,222181,142,154779,104024,126,-34,64,0,153,97,0,3720,2522,48,60,78,0,-41,33,0,0.973215
380725,241890,144,264177,165025,138,23,59,0,179,128,0,4040,2676,50,-112,75,0,18,46,0,0.974191
358811,244581,146,310179,196897,146,28,67,0,432,281,0,5464,4177,48,13,78,0,16,59,0,0.976141
393371,235813,138,200378,127299,132,122,78,0,202,214,0,6113,4707,53,182,72,0,58,71,0,0.981992
150593,113996,119,153583,121762,113,43,51,0,341,348,0,344,227,0,15,59,0,-84,53,0,0.982967
392965,213136,145,142298,83899,136,107,115,0,-60,53,0,3489,2374,42,-44,77,0,55,78,0,0.995644
285797,170871,147,147081,103665,125,28,49,0,-94,40,0,3698,2631,45,113,103,0,-104,55,0,0.999545
261045,187389,116,105802,81735,117,139,111,0,22,113,0,3926,3215,42,93,105,0,-77,53,0,1.00052
190907,132547,117,248900,177544,123,54,55,0,379,355,0,1333,1182,13,138,97,0,13,60,0,1.0015
246777,175782,117,310757,201818,123,156,115,0,178,94,0,1386,964,0,-19,81,0,-152,32,0,1.00345
361644,235444,128,190616,133275,126,3260,2104,38,33,88,0,148,118,0,-116,83,0,54,70,0,1.0054
253198,180416,122,99063,73633,115,34,46,0,147,168,0,259,145,0,-61,51,0,-136,44,0,1.00832
325437,231450,136,150559,120017,122,-82,65,0,-82,54,0,3916,2968,45,26,37,0,145,69,0,1.01515
335388,230571,131,121349,83791,124,-64,41,0,82,98,0,3301,2578,40,-121,52,0,-58,41,0,1.01515
346998,231938,128,127058,85446,121,65,81,0,174,132,0,4751,3469,49,138,76,0,30,82,0,1.01807
356457,226205,128,187286,132232,127,3,66,0,67,77,0,3172,2081,42,100,60,0,-227,15,0,1.02197
314836,202159,125,173346,117723,123,-35,115,0,-40,85,0,5185,3849,50,-122,41,0,-79,54,0,1.02685
308812,217229,131,112649,79168,120,10,66,0,129,103,0,2074,1530,28,130,82,0,145,82,0,1.02685
169064,121464,129,144745,118909,108,89,98,0,44,97,0,4132,3384,43,32,65,0,-31,43,0,1.02978
198679,150755,117,74140,59083,109,24,101,0,-33,47,0,2892,2443,36,-84,31,0,67,50,0,1.02978
263212,193273,122,115734,85305,119,211,141,0,70,81,0,2722,2244,36,1,74,0,-61,35,0,1.02978
199520,154141,115,178317,131176,115,16,61,0,351,274,0,455,417,0,81,85,0,-52,35,0,1.03075
363038,258486,130,139895,102147,125,111,156,0,-72,70,0,3564,2834,41,109,100,0,90,62,0,1.0405
198960,145639,115,172890,141368,110,179,82,0,144,181,0,349,377,0,3,73,0,-20,35,0,1.04343
282324,178487,126,118210,85142,121,-90,43,0,-1,126,0,-53,25,0,88,64,0,-66,29,0,1.04343
356061,221403,128,187063,117990,129,207,177,0,17,134,0,3330,2355,43,73,78,0,-17,76,0,1.04538
427863,208062,143,195162,106890,139,62,75,0,-4,54,0,6233,4589,52,-41,37,0,51,53,0,1.04733
220671,166840,115,92336,71471,111,103,88,0,-15,52,0,3532,2961,40,-11,47,0,-18,48,0,1.0483
273810,182426,139,133811,90727,120,-77,26,0,-31,179,0,3886,3079,44,156,97,0,-64,37,0,1.05025
292160,186357,127,195933,119600,125,3,66,0,109,123,0,6267,4496,55,-85,113,0,10,60,0,1.05123
303518,180028,141,213382,119795,129,58,100,0,100,141,0,3076,2033,42,-27,83,0,121,93,0,1.0522
215537,172941,125,80974,63757,110,98,96,0,136,100,0,2115,1846,28,144,104,0,116,67,0,1.0522
256020,189756,116,91849,67120,114,2,52,0,20,132,0,3125,2673,38,-19,50,0,-28,38,0,1.05805
340010,203205,135,115631,76531,128,-1,47,0,15,143,0,4636,2583,60,70,72,0,66,84,0,1.05903
322150,233392,122,116235,82213,120,-17,56,0,17,99,0,3213,2515,40,96,90,0,51,50,0,1.06001
315028,210762,128,222241,161586,124,13,53,0,85,124,0,4245,2907,50,0,31,0,-2,119,0,1.06001
248177,172169,126,45250,33600,79,-6,85,0,-63,85,0,1598,1255,19,6,41,0,-38,62,0,1.06391
356008,209407,149,260948,157938,130,45,68,0,140,155,0,7272,5021,58,-29,87,0,-95,46,0,1.06781
357735,243035,142,179472,106060,140,-70,62,0,131,150,0,3037,2291,39,-12,52,0,50,98,0,1.06878
236018,132137,137,156875,73637,136,-36,70,0,80,118,0,2845,2220,36,-103,37,0,-99,23,0,1.07756
228234,173571,113,72866,51249,112,-15,72,0,-86,119,0,2057,1757,29,-21,74,0,-101,49,0,1.07951
182924,145929,115,290972,232550,116,79,73,0,280,345,0,84,117,0,77,120,0,68,87,0,1.08438
303742,212457,129,94283,66482,115,3003,2089,36,-10,59,0,-21,85,0,-119,14,0,-40,40,0,1.08633
303698,212071,122,92428,65238,121,-20,57,0,70,93,0,2183,1771,30,-69,70,0,31,60,0,1.09219
285249,199994,128,148873,124029,117,185,102,0,27,98,0,3717,2766,42,59,76,0,-12,44,0,1.09316
296408,209179,126,91483,61657,119,41,78,0,27,101,0,3906,3006,44,66,86,0,75,59,0,1.09609
233520,163725,120,262648,177661,123,24,51,0,142,106,0,3473,2919,40,147,110,0,-116,24,0,1.09706
310581,190298,129,207695,151099,125,-1,69,0,7,135,0,6930,5153,54,-4,49,0,-39,67,0,1.10096
185867,158113,107,55696,49188,103,12,74,0,48,91,0,1030,870,0,83,87,0,-36,33,0,1.10096
202742,140041,116,114433,78841,117,18,80,0,17,67,0,1998,1597,30,88,52,0,83,93,0,1.10291
384069,264672,126,146024,99453,125,-38,54,0,-3,93,0,3120,2348,39,-31,65,0,-46,59,0,1.10876
293952,210135,119,67729,50052,111,24,91,0,78,138,0,3082,2461,38,-62,45,0,22,56,0,1.10974
318882,201117,142,179533,120859,125,-23,42,0,77,109,0,8819,6383,60,-140,29,0,1,59,0,1.11364
285984,173151,145,130530,89112,122,9,91,0,51,72,0,4279,3143,49,69,104,0,14,78,0,1.11364
360566,248768,127,154153,114765,122,17,86,0,65,111,0,5206,3595,54,87,105,0,-42,51,0,1.11656
197814,133323,115,166509,124794,115,152,86,0,122,195,0,272,215,0,31,58,0,68,44,0,1.11656
173927,140414,113,197784,156481,113,44,100,0,342,292,0,171,139,0,-72,41,0,92,107,0,1.11656
171694,128330,115,65406,48124,115,-49,123,0,19,122,0,683,541,0,-58,21,0,44,74,0,1.11852
381498,245030,127,138370,91515,124,108,98,0,103,149,0,4033,2827,46,-25,63,0,-18,82,0,1.11949
204756,132837,131,211743,129860,123,183,123,0,-2,77,0,5605,3872,55,8,56,0,81,110,0,1.12339
218855,148024,114,82173,57879,115,1774,1270,19,-54,60,0,83,93,0,3,52,0,20,57,0,1.12632
207017,135105,115,247118,171371,121,180,86,0,265,311,0,627,545,0,-122,33,0,39,59,0,1.12632
231241,164420,119,108962,78758,115,61,69,0,-126,48,0,2929,2294,38,-41,58,0,50,62,0,1.12924
263176,200554,113,140338,120743,111,-68,74,0,-3,96,0,2008,1771,28,-53,41,0,-3,51,0,1.13119
361571,209095,145,169051,103499,145,20,77,0,-1,83,0,3720,2598,45,87,73,0,-34,71,0,1.13509
235881,192311,116,76352,59803,108,108,131,0,-152,41,0,610,678,0,18,44,0,-95,28,0,1.13802
183462,150073,127,233991,184090,113,-36,53,0,328,347,0,256,227,0,119,91,0,14,131,0,1.14387
136068,97169,106,134571,106817,109,79,86,0,203,254,0,359,305,0,-51,45,0,83,134,0,1.14777
377700,217885,133,290306,204769,129,32,71,0,168,157,0,10014,7170,63,-55,73,0,30,52,0,1.14777
192822,147961,115,50591,40786,106,-92,45,0,23,93,0,896,693,0,-59,36,0,37,84,0,1.1507
263969,183701,118,104389,69465,123,-61,57,0,57,150,0,3244,2626,39,144,95,0,106,74,0,1.1507
338834,221389,145,175757,116896,126,30,80,0,-8,86,0,6269,4360,55,36,57,0,-7,63,0,1.1507
167899,138895,105,181241,136032,110,-72,34,0,266,318,0,202,234,0,-9,59,0,-40,70,0,1.15362
217760,170937,131,84137,66125,111,78,78,0,119,85,0,89,69,0,74,73,0,80,76,0,1.15362
222414,129556,135,65964,43729,118,-17,73,0,39,133,0,568,392,0,9,91,0,-55,29,0,1.15947
229037,131634,133,158423,116544,119,37,72,0,105,137,0,713,491,0,125,74,0,-17,42,0,1.16142
264109,187369,121,113691,81705,120,-52,59,0,29,85,0,3021,2429,37,-2,47,0,39,42,0,1.17117
349489,215918,143,211509,160147,131,55,56,0,123,114,0,4042,3093,45,-19,51,0,41,55,0,1.17312
343257,224899,123,178387,125370,125,-2,114,0,206,142,0,5288,3834,51,-76,62,0,19,79,0,1.17898
257016,145056,128,229474,157778,131,41,89,0,597,550,0,343,346,0,45,61,0,108,82,0,1.17995
280219,178938,126,252057,150376,128,59,83,0,200,201,0,4303,3047,49,-71,52,0,-77,33,0,1.18093
526655,275508,145,214773,127746,137,97,105,0,160,205,0,1740,937,0,78,72,0,-21,39,0,1.18093
149416,84157,116,188958,138527,117,89,81,0,218,254,0,425,324,0,104,65,0,89,111,0,1.18288
140049,89360,123,107447,73664,117,1546,1022,6,37,87,0,150,90,0,37,56,0,-58,64,0,1.18385
192815,153391,115,153081,124792,113,-6,64,0,84,204,0,759,675,0,50,95,0,-57,50,0,1.1858
207690,154805,125,254166,187705,117,132,91,0,435,400,0,855,598,0,-49,60,0,5,45,0,1.18678
229913,182529,111,203703,149840,115,-13,66,0,273,267,0,570,513,0,102,95,0,16,74,0,1.18678
149619,120299,125,123660,100141,125,125,68,0,71,100,0,614,585,0,121,58,0,-52,45,0,1.19068
521384,301390,144,355174,184966,143,14,72,0,158,129,0,3212,2076,44,5,71,0,20,91,0,1.19555
379901,201370,139,69807,46846,132,177,75,0,42,95,0,6556,4221,63,116,82,0,90,90,0,1.1975
321452,226564,133,122742,87457,121,1753,1098,13,115,97,0,34,98,0,33,46,0,-120,54,0,1.19848
193062,141918,114,73869,57456,110,-21,71,0,98,107,0,981,840,0,-15,58,0,18,66,0,1.20043
262862,192033,121,103276,75883,113,-16,69,0,-76,34,0,1593,1352,21,104,73,0,-18,31,0,1.2014
254862,181298,128,191497,135727,119,72,108,0,1,132,0,1535,1089,13,-28,35,0,100,83,0,1.20238
142162,95127,127,172322,111248,119,22,68,0,279,215,0,480,317,0,44,48,0,40,64,0,1.2053
338350,204156,132,124414,99773,127,170,97,0,26,73,0,5068,3281,53,66,47,0,44,82,0,1.2053
236531,145471,115,131347,95379,120,93,113,0,70,132,0,3550,2821,42,106,85,0,181,108,0,1.20726
131136,105428,111,112229,94007,106,72,108,0,69,100,0,205,139,0,65,120,0,-3,39,0,1.20823
134703,111773,105,114119,96490,107,-20,79,0,70,156,0,280,256,0,42,54,0,-103,26,0,1.20921
140247,99369,108,139456,101678,114,29,76,0,14,72,0,911,851,0,-81,30,0,66,48,0,1.20921
239828,153087,126,227169,139925,128,2542,1576,32,129,170,0,80,114,0,102,79,0,24,41,0,1.20921
348271,229325,128,160397,105304,125,24,47,0,12,103,0,4713,3393,49,62,83,0,59,57,0,1.21018
258160,188643,117,106164,76185,115,69,125,0,-46,51,0,3690,2958,43,-27,53,0,44,56,0,1.21213
294172,186252,129,142356,90062,125,-15,79,0,24,66,0,4708,3049,52,-67,53,0,78,79,0,1.21993
170472,131428,108,171931,143722,109,-3,61,0,249,221,0,458,440,0,-50,58,0,-119,14,0,1.22286
431083,277667,149,218705,142955,134,12,95,0,161,108,0,6239,4261,56,36,58,0,18,72,0,1.22383
241938,170266,120,156586,111719,118,-12,92,0,-14,119,0,1422,1184,17,32,69,0,-9,72,0,1.22383
152324,116578,110,192245,137360,114,78,70,0,189,212,0,307,286,0,-98,51,0,74,79,0,1.22676
263351,189021,116,147927,106854,118,79,90,0,129,124,0,5266,4167,48,111,89,0,56,67,0,1.23261
422792,251491,135,223124,143648,132,111,82,0,1,82,0,7210,5067,58,-53,57,0,51,49,0,1.23456
254463,170060,127,261618,198573,126,-39,56,0,52,105,0,2377,1969,32,-21,48,0,32,71,0,1.23846
343344,225027,141,184030,116254,128,3223,2022,39,52,99,0,19,72,0,-143,13,0,-155,18,0,1.24529
264491,196107,137,127557,98922,117,73,75,0,57,85,0,29,78,0,-87,13,0,-4,50,0,1.24626
288193,202219,123,97949,69528,116,70,63,0,26,56,0,3505,2727,41,-87,61,0,-31,41,0,1.24821
279077,185619,120,105207,73522,120,-102,56,0,173,95,0,4524,3505,47,-112,48,0,-107,25,0,1.24919
241795,165228,125,314339,211848,128,27,51,0,208,171,0,16,99,0,-46,53,0,140,90,0,1.25211
117311,87183,112,109923,87300,106,4,65,0,171,124,0,95,120,0,74,83,0,18,54,0,1.25406
265693,176663,118,269955,171119,127,208,133,0,-25,61,0,2379,1616,34,-141,5,0,-15,49,0,1.25504
423215,253645,132,276848,183244,134,24,56,0,153,150,0,5189,3524,52,-115,38,0,-83,51,0,1.25796
243151,204369,116,95074,75986,112,991,740,0,21,101,0,-30,47,0,119,73,0,-60,45,0,1.26284
479275,290382,134,222189,126958,143,98,104,0,143,133,0,8846,5900,62,45,76,0,43,59,0,1.26479
263732,173395,134,82795,59409,117,-42,48,0,22,81,0,2842,2264,36,-27,41,0,-71,88,0,1.27649
439910,280293,128,237211,152564,134,40,52,0,164,134,0,6961,5565,54,22,75,0,-12,54,0,1.27844
500642,267825,160,324068,189067,139,68,76,0,69,125,0,3585,2588,44,-45,110,0,-45,59,0,1.28039
209580,141927,113,146629,106261,115,137,72,0,100,125,0,6927,5368,53,52,77,0,-8,54,0,1.28137
147029,119820,124,172523,135149,111,17,51,0,275,292,0,396,445,0,30,55,0,-27,32,0,1.28332
297350,208113,123,102206,72103,119,-73,77,0,-114,38,0,4332,3364,46,29,78,0,-20,45,0,1.28917
386874,214014,132,242896,155426,132,49,46,0,-26,106,0,8007,5229,62,1,53,0,-63,44,0,1.29404
256897,154743,126,75222,50953,122,-98,18,0,-77,27,0,2849,2360,35,-24,90,0,14,94,0,1.29404
243014,188717,111,62531,48594,115,-13,62,0,-80,52,0,1689,1398,21,61,65,0,-2,53,0,1.29404
289672,189578,138,171819,133298,124,-31,86,0,23,115,0,2463,1789,33,-67,36,0,-87,39,0,1.29404
